effect_edge_id	loop_ref	effect_object_id	effect_role	effect_category	coverage_resolution	policy_status	evidence_kind	evidence_locator	review_mode	parent_metadata_digest	discovery_manifest_digest
effect-edge-133759384407713	loop-009816846305695	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:5ffc0154:0dcb782a:b9e45fab:ba408424:cbf4b1d9:639ec3ee:0981b43d:87d47b3a	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-275609947010448	loop-010416674195662	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:03fe358c:5fcee00e:d06bf656:1b0251c5:331fa447:b71df89e:9d236423:a831a140	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-229236300290425	loop-010416674195662	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:03fe358c:5fcee00e:d06bf656:1b0251c5:331fa447:b71df89e:9d236423:a831a140	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-022220320484655	loop-010416674195662	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:03fe358c:5fcee00e:d06bf656:1b0251c5:331fa447:b71df89e:9d236423:a831a140	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-237777486229444	loop-010416674195662	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:03fe358c:5fcee00e:d06bf656:1b0251c5:331fa447:b71df89e:9d236423:a831a140	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-138290660393988	loop-010416674195662	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:03fe358c:5fcee00e:d06bf656:1b0251c5:331fa447:b71df89e:9d236423:a831a140	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-221672986409635	loop-011491986311337	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:655fa594:a57e4922:f42431d7:0ac36432:f0c654e9:35c2036a:e155144a:219b4dc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-101860113979876	loop-011491986311337	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:655fa594:a57e4922:f42431d7:0ac36432:f0c654e9:35c2036a:e155144a:219b4dc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-193055256317374	loop-011491986311337	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:655fa594:a57e4922:f42431d7:0ac36432:f0c654e9:35c2036a:e155144a:219b4dc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-058564999874795	loop-011491986311337	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:655fa594:a57e4922:f42431d7:0ac36432:f0c654e9:35c2036a:e155144a:219b4dc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-140614295180979	loop-011491986311337	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:655fa594:a57e4922:f42431d7:0ac36432:f0c654e9:35c2036a:e155144a:219b4dc3	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-015955399161540	loop-012186019243892	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9f2212fd:ea74ee07:e0a6d928:48312607:e62d3221:e125ee2b:e26efd4c:61562685	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-241484075234055	loop-012186019243892	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9f2212fd:ea74ee07:e0a6d928:48312607:e62d3221:e125ee2b:e26efd4c:61562685	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-012137710032945	loop-012186019243892	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9f2212fd:ea74ee07:e0a6d928:48312607:e62d3221:e125ee2b:e26efd4c:61562685	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-085363391824385	loop-012186019243892	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9f2212fd:ea74ee07:e0a6d928:48312607:e62d3221:e125ee2b:e26efd4c:61562685	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-195063411227768	loop-012186019243892	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9f2212fd:ea74ee07:e0a6d928:48312607:e62d3221:e125ee2b:e26efd4c:61562685	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-261374558467132	loop-012186853686760	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ce305cd:566b6bb4:b2657c14:ebbacef7:36d609ae:0f8c9d14:43427f8f:f852cf11	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-265710462074883	loop-012186853686760	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ce305cd:566b6bb4:b2657c14:ebbacef7:36d609ae:0f8c9d14:43427f8f:f852cf11	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-164885273797539	loop-012186853686760	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ce305cd:566b6bb4:b2657c14:ebbacef7:36d609ae:0f8c9d14:43427f8f:f852cf11	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-222918892349009	loop-012186853686760	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ce305cd:566b6bb4:b2657c14:ebbacef7:36d609ae:0f8c9d14:43427f8f:f852cf11	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-258684255600101	loop-012186853686760	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:8ce305cd:566b6bb4:b2657c14:ebbacef7:36d609ae:0f8c9d14:43427f8f:f852cf11	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-200507302734654	loop-012940025272182	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:76594085:f7632c51:17c57e79:dcf8be54:f665bc87:efef4171:e1e82c5a:32cba6db	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-247666205883192	loop-012940025272182	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:76594085:f7632c51:17c57e79:dcf8be54:f665bc87:efef4171:e1e82c5a:32cba6db	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-245917058933491	loop-012940025272182	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:76594085:f7632c51:17c57e79:dcf8be54:f665bc87:efef4171:e1e82c5a:32cba6db	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-252178838889967	loop-012940025272182	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:76594085:f7632c51:17c57e79:dcf8be54:f665bc87:efef4171:e1e82c5a:32cba6db	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-245418940222150	loop-012940025272182	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:76594085:f7632c51:17c57e79:dcf8be54:f665bc87:efef4171:e1e82c5a:32cba6db	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-106097414466449	loop-013303138027026	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:97a3d000:8eac999d:b581edb5:6b17a58f:2648057e:5df02a97:b09aa6f9:959390e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-150745431682977	loop-013303138027026	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:97a3d000:8eac999d:b581edb5:6b17a58f:2648057e:5df02a97:b09aa6f9:959390e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-125548278645720	loop-013303138027026	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:97a3d000:8eac999d:b581edb5:6b17a58f:2648057e:5df02a97:b09aa6f9:959390e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-279793611065023	loop-013303138027026	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:97a3d000:8eac999d:b581edb5:6b17a58f:2648057e:5df02a97:b09aa6f9:959390e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-009463501337886	loop-013303138027026	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:97a3d000:8eac999d:b581edb5:6b17a58f:2648057e:5df02a97:b09aa6f9:959390e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-195036659421271	loop-013596453037573	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:de0fce79:d9058154:f93e90c4:50ed197d:cce7deaa:b3ec5377:7df8789b:5a7c49b9	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-020749777953978	loop-013596453037573	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:de0fce79:d9058154:f93e90c4:50ed197d:cce7deaa:b3ec5377:7df8789b:5a7c49b9	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-263732663241715	loop-013596453037573	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:de0fce79:d9058154:f93e90c4:50ed197d:cce7deaa:b3ec5377:7df8789b:5a7c49b9	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-239051772718906	loop-013596453037573	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:de0fce79:d9058154:f93e90c4:50ed197d:cce7deaa:b3ec5377:7df8789b:5a7c49b9	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-066750805250991	loop-013596453037573	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:de0fce79:d9058154:f93e90c4:50ed197d:cce7deaa:b3ec5377:7df8789b:5a7c49b9	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-148910955043067	loop-013644272226631	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e504ff5e:a219c912:0cf7ca15:4f9adb45:afbca04a:7fe52c4d:a4d01f3f:f0df68af	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-185081659509889	loop-013644272226631	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e504ff5e:a219c912:0cf7ca15:4f9adb45:afbca04a:7fe52c4d:a4d01f3f:f0df68af	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-046941993233143	loop-013644272226631	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e504ff5e:a219c912:0cf7ca15:4f9adb45:afbca04a:7fe52c4d:a4d01f3f:f0df68af	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-229188629865230	loop-013644272226631	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e504ff5e:a219c912:0cf7ca15:4f9adb45:afbca04a:7fe52c4d:a4d01f3f:f0df68af	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-063069727628058	loop-013644272226631	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:e504ff5e:a219c912:0cf7ca15:4f9adb45:afbca04a:7fe52c4d:a4d01f3f:f0df68af	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-082079649070793	loop-017158264328042	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:5c4225f2:3c9cf083:db82a1b5:c703bef0:ecbd22d8:d713e6d2:1cb13930:f5dfa3e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-196196652237403	loop-017158264328042	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:5c4225f2:3c9cf083:db82a1b5:c703bef0:ecbd22d8:d713e6d2:1cb13930:f5dfa3e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-227197138040144	loop-017158264328042	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:5c4225f2:3c9cf083:db82a1b5:c703bef0:ecbd22d8:d713e6d2:1cb13930:f5dfa3e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-165686707321969	loop-017158264328042	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:5c4225f2:3c9cf083:db82a1b5:c703bef0:ecbd22d8:d713e6d2:1cb13930:f5dfa3e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-016179399787847	loop-017158264328042	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:5c4225f2:3c9cf083:db82a1b5:c703bef0:ecbd22d8:d713e6d2:1cb13930:f5dfa3e5	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-017297052443196	loop-017422842138982	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1852bf84:0a426255:a54235eb:e16e153a:5cb1f1e1:418a8dd0:0f7bc09a:56a4e53c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-278707348719925	loop-017422842138982	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1852bf84:0a426255:a54235eb:e16e153a:5cb1f1e1:418a8dd0:0f7bc09a:56a4e53c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-100973021575362	loop-017422842138982	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1852bf84:0a426255:a54235eb:e16e153a:5cb1f1e1:418a8dd0:0f7bc09a:56a4e53c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-104391820941592	loop-017422842138982	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1852bf84:0a426255:a54235eb:e16e153a:5cb1f1e1:418a8dd0:0f7bc09a:56a4e53c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-003253623258520	loop-017422842138982	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:1852bf84:0a426255:a54235eb:e16e153a:5cb1f1e1:418a8dd0:0f7bc09a:56a4e53c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-066033871788943	loop-017510671931285	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:73adb808:ac007496:e8d0a833:0852af6a:1c6842fc:a373ab34:b2e64465:2d225e5f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-200948563661018	loop-017510671931285	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:73adb808:ac007496:e8d0a833:0852af6a:1c6842fc:a373ab34:b2e64465:2d225e5f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-107854057214615	loop-017510671931285	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:73adb808:ac007496:e8d0a833:0852af6a:1c6842fc:a373ab34:b2e64465:2d225e5f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-123221636376309	loop-017510671931285	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:73adb808:ac007496:e8d0a833:0852af6a:1c6842fc:a373ab34:b2e64465:2d225e5f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-051694842044259	loop-017510671931285	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:73adb808:ac007496:e8d0a833:0852af6a:1c6842fc:a373ab34:b2e64465:2d225e5f	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-149044504085296	loop-017569569043082	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7e967408:cfe6f242:9a6039f0:ce80bfa5:a488933e:440b8564:a889de20:b2ce6e6b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-106494437060590	loop-017569569043082	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7e967408:cfe6f242:9a6039f0:ce80bfa5:a488933e:440b8564:a889de20:b2ce6e6b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-186540687986716	loop-017569569043082	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7e967408:cfe6f242:9a6039f0:ce80bfa5:a488933e:440b8564:a889de20:b2ce6e6b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-015302624104819	loop-017569569043082	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7e967408:cfe6f242:9a6039f0:ce80bfa5:a488933e:440b8564:a889de20:b2ce6e6b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-093983874663385	loop-017569569043082	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:7e967408:cfe6f242:9a6039f0:ce80bfa5:a488933e:440b8564:a889de20:b2ce6e6b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-030605207564067	loop-017576166647893	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:b5c55de9:c1bebe83:02746a77:82c6c460:a8b0a295:facd63a7:0f656131:938d72ee	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
